County,State,crime_rate_per_100000,INflow,OUTflow,NET in,GROSS out
chesapeake city,va,365.1803566,23503.0,19904.0,2332.0,42140.0
lancaster county,ne,364.6022704,54015.0,43426.0,7347.0,94199.0
allegany county,md,364.5217013,7630.0,6469.0,958.0,13896.0
pratt county,ks,364.4462442,754.0,527.0,211.0,1265.0
mahoning county,oh,364.3065135,11182.0,11324.0,-588.0,22060.0
scurry county,tx,364.1197549,1272.0,1174.0,76.0,2424.0
glacier county,mt,363.9275056,1065.0,566.0,420.0,1552.0
dixie county,fl,363.8644918,1113.0,1290.0,-178.0,2402.0
oregon county,mo,363.7686431,527.0,341.0,178.0,860.0
reynolds county,mo,363.6914684,468.0,471.0,-3.0,939.0
cape girardeau county,mo,362.131402,6417.0,5016.0,1026.0,11058.0
sonoma county,ca,362.0019191,23134.0,23128.0,-2635.0,43621.0
drew county,ar,361.9909502,1115.0,923.0,165.0,2011.0
bladen county,nc,361.6221336,962.0,1312.0,-379.0,2245.0
walton county,fl,361.1617369,11978.0,11526.0,321.0,23373.0
worcester county,md,360.3254553,37970.0,37749.0,-3832.0,71666.0
poinsett county,ar,360.3230483,1607.0,1582.0,-6.0,3158.0
yakima county,wa,359.4501384,8488.0,7885.0,-156.0,15614.0
atchison county,ks,358.2303421,1298.0,1465.0,-185.0,2745.0
rockdale county,ga,357.8043926,9916.0,7320.0,2453.0,17093.0
navajo county,az,357.8017555,7073.0,6329.0,660.0,13318.0
fannin county,ga,357.7441077,5915.0,3929.0,1905.0,9763.0
gilpin county,co,357.079093,828.0,658.0,170.0,1486.0
floyd county,ga,356.9154987,12815.0,13987.0,-1673.0,26301.0
amador county,ca,355.9790794,2918.0,2492.0,409.0,5393.0
ouachita county,ar,355.9715223,713.0,1584.0,-879.0,2289.0
boone county,ar,355.653011,40172.0,40105.0,-2496.0,77714.0
santa fe county,nm,355.4397889,7873.0,7111.0,356.0,14578.0
pasquotank county,nc,355.1687051,3886.0,2226.0,1633.0,6085.0
chilton county,al,354.9407294,1205.0,1574.0,-415.0,2733.0
suwannee county,fl,354.415329,2450.0,2415.0,16.0,4846.0
hillsborough county,fl,353.8307404,129873.0,101773.0,10818.0,214364.0
obion county,tn,353.3455398,1594.0,1427.0,129.0,2983.0
st. martin parish,la,353.2567629,1958.0,2775.0,-895.0,4655.0
williamson county,il,352.6388142,81362.0,51620.0,24201.0,127441.0
juneau city and borough,ak,352.1126761,2206.0,2369.0,-452.0,4286.0
beaufort county,nc,351.8456093,15478.0,16420.0,-1759.0,31081.0
caroline county,md,351.7572569,4439.0,4463.0,-111.0,8815.0
elko county,nv,351.2522908,4253.0,3234.0,990.0,7458.0
tillman county,ok,350.1491376,745.0,375.0,309.0,1059.0
granville county,nc,350.0643501,4764.0,5307.0,-588.0,10026.0
lexington county,sc,349.9517812,18088.0,17855.0,-635.0,35075.0
providence county,ri,348.8705059,30348.0,24093.0,1694.0,49880.0
dickson county,tn,348.1478534,3416.0,2396.0,942.0,5734.0
swisher county,tx,347.8036841,809.0,433.0,354.0,1220.0
cross county,ar,347.6179622,1058.0,894.0,153.0,1941.0
yuma county,az,346.4197494,16769.0,10786.0,1936.0,23508.0
bristol city,va,346.0008073,1887.0,1358.0,517.0,3233.0
napa county,ca,345.6237618,7120.0,9448.0,-2978.0,15918.0
stokes county,nc,345.5825534,2307.0,1908.0,366.0,4182.0
travis county,tx,345.4200618,99542.0,85085.0,3438.0,173608.0
lynchburg city,va,344.8099059,10816.0,7126.0,3209.0,17461.0
torrance county,nm,343.5770185,1210.0,654.0,537.0,1845.0
san patricio county,tx,343.226938,4547.0,3835.0,464.0,8134.0
ste. genevieve county,mo,343.120711,1277.0,993.0,280.0,2266.0
hansford county,tx,342.0342034,345.0,406.0,-103.0,709.0
mccormick county,sc,341.8116015,961.0,520.0,409.0,1449.0
coffee county,al,341.591739,10560.0,9577.0,439.0,19593.0
hamilton county,fl,341.3682597,96373.0,85803.0,3727.0,175333.0
st. joseph county,in,341.1958352,17698.0,18080.0,-1517.0,34643.0
thomas county,ga,340.9926675,4597.0,3321.0,1208.0,7850.0
tunica county,ms,340.9090909,625.0,690.0,-72.0,1308.0
weakley county,tn,339.6226415,3121.0,2080.0,904.0,5064.0
laurens county,ga,339.5904081,5986.0,6144.0,-480.0,11808.0
cheatham county,tn,339.3092272,3078.0,2835.0,83.0,5753.0
winn parish,la,337.5413488,803.0,1138.0,-403.0,1873.0
los alamos county,nm,337.1165299,1538.0,2006.0,-663.0,3349.0
adams county,co,336.3221531,60123.0,64467.0,-8684.0,120250.0
bastrop county,tx,336.3006924,7182.0,5799.0,1141.0,12739.0
lanier county,ga,336.2797848,1430.0,1057.0,373.0,2487.0
wilcox county,al,336.0749978,1197.0,1384.0,-232.0,2536.0
tate county,ms,334.8253621,2267.0,1615.0,607.0,3837.0
coconino county,az,334.7029054,19992.0,12983.0,6157.0,32123.0
labette county,ks,334.6720214,1035.0,1233.0,-215.0,2251.0
sutter county,ca,333.508128,6209.0,5895.0,-344.0,11446.0
seward county,ks,333.4758444,3026.0,2694.0,236.0,5624.0
berkshire county,ma,333.371918,5746.0,5241.0,-41.0,10441.0
berks county,pa,331.7848429,18894.0,16753.0,981.0,34487.0
lucas county,ia,331.5801509,19665.0,19882.0,-1179.0,38585.0
cabell county,wv,331.5042262,6061.0,4352.0,1466.0,10170.0
seminole county,fl,331.3908554,44053.0,37241.0,3765.0,78247.0
aiken county,sc,331.3517201,10057.0,7881.0,2026.0,17788.0
appanoose county,ia,330.9171131,650.0,1088.0,-440.0,1736.0
manassas city,va,330.8955761,4849.0,3879.0,681.0,8439.0
albany county,ny,330.6781345,28991.0,27577.0,-1162.0,53992.0
matagorda county,tx,330.6733712,2279.0,1542.0,455.0,3539.0
indiana county,pa,330.5031626,8109.0,3565.0,4233.0,11363.0
minnehaha county,sd,329.5479849,14414.0,14505.0,-1573.0,27437.0
webster parish,la,329.4163922,1361.0,1774.0,-445.0,3103.0
gordon county,ga,328.2099109,2560.0,3363.0,-983.0,5743.0
blaine county,id,328.1916639,2270.0,2365.0,-252.0,4478.0
san luis obispo county,ca,327.7348314,22160.0,14401.0,6888.0,35690.0
nacogdoches county,tx,327.567733,6087.0,4462.0,1566.0,10490.0
talladega county,al,326.7732071,3935.0,3796.0,30.0,7622.0
duplin county,nc,326.2099727,2495.0,2675.0,-372.0,4978.0
yadkin county,nc,325.9897997,1389.0,1382.0,-49.0,2715.0
washington county,al,325.8873022,171339.0,152617.0,8706.0,313940.0
west baton rouge parish,la,325.5605746,1884.0,1073.0,811.0,2957.0
lincoln parish,la,324.7985827,3719.0,3144.0,380.0,6668.0
tama county,ia,324.3058716,943.0,805.0,126.0,1736.0
citrus county,fl,323.8290814,11173.0,7410.0,3260.0,18080.0
valley county,id,322.7149698,2037.0,1976.0,54.0,4006.0
craighead county,ar,322.205581,9639.0,7151.0,1728.0,16030.0
pierce county,ga,322.1037068,77380.0,59754.0,12751.0,132259.0
stillwater county,mt,321.9575016,498.0,469.0,29.0,967.0
salt lake county,ut,321.9350184,65032.0,58464.0,-1210.0,115718.0
sabine parish,la,321.8485661,851.0,915.0,-120.0,1710.0
howell county,mo,321.8379422,1747.0,2119.0,-406.0,3832.0
dodge county,ga,320.4373027,10241.0,10054.0,-133.0,19975.0
swain county,nc,320.1024328,850.0,1362.0,-534.0,2190.0
mclean county,il,320.0742068,13579.0,12089.0,783.0,24961.0
waynesboro city,va,319.804355,2353.0,1590.0,591.0,3771.0
yavapai county,az,319.8021689,17789.0,11781.0,5410.0,28972.0
san augustine county,tx,319.3066484,626.0,725.0,-186.0,1264.0
pasco county,fl,319.0312554,42414.0,29577.0,10834.0,69988.0
licking county,oh,318.9309577,10130.0,9391.0,365.0,19147.0
suffolk city,va,318.4490482,8574.0,6695.0,1300.0,14690.0
doniphan county,ks,318.4307732,776.0,274.0,495.0,1043.0
ford county,il,318.1029497,3744.0,2216.0,1287.0,5719.0
geneva county,al,318.0304561,1261.0,903.0,353.0,2159.0
edgar county,il,317.3719376,974.0,923.0,51.0,1897.0
mesa county,co,317.1720184,10451.0,7844.0,2307.0,17995.0
sarasota county,fl,316.8309731,33674.0,21976.0,9414.0,53366.0
crawford county,ar,316.3530175,20724.0,18541.0,1266.0,38348.0
troup county,ga,315.6995351,4269.0,3530.0,347.0,7407.0
pawnee county,ks,315.5931717,2279.0,1828.0,430.0,4086.0
danville city,va,314.6339758,2263.0,2025.0,144.0,4194.0
chariton county,mo,314.6303094,240.0,216.0,14.0,446.0
faulkner county,ar,314.4338518,6363.0,7930.0,-1771.0,14089.0
little river county,ar,314.2183818,855.0,555.0,291.0,1401.0
ozark county,mo,313.8075314,424.0,396.0,28.0,820.0
harmon county,ok,313.6981527,90.0,126.0,-40.0,212.0
mono county,ca,312.6332244,600.0,942.0,-449.0,1435.0
chowan county,nc,312.3726742,1083.0,1152.0,-69.0,2235.0
lonoke county,ar,312.3542465,4617.0,5654.0,-1240.0,10068.0
quay county,nm,311.7063034,252.0,836.0,-584.0,1088.0
catawba county,nc,311.349396,9959.0,8861.0,660.0,18382.0
grant county,ar,310.7830623,18066.0,17570.0,19.0,35159.0
craven county,nc,310.0804869,9239.0,10424.0,-2283.0,18565.0
gunnison county,co,309.5376282,1953.0,1224.0,580.0,3028.0
vanderburgh county,in,309.2647107,13163.0,8729.0,3810.0,21268.0
howard county,ar,309.2555776,33259.0,32729.0,-2804.0,62654.0
hardy county,wv,308.908046,808.0,545.0,209.0,1299.0
kankakee county,il,308.5979308,4315.0,6393.0,-2183.0,10603.0
indian river county,fl,308.4637379,11870.0,7126.0,3527.0,17779.0
bates county,mo,308.1570997,1326.0,1040.0,269.0,2349.0
butte county,ca,307.98325,15023.0,15057.0,-375.0,29739.0
mahnomen county,mn,307.3029646,283.0,204.0,75.0,483.0
kearny county,ks,305.8883508,253.0,536.0,-283.0,789.0
pecos county,tx,305.7909155,1245.0,1536.0,-313.0,2759.0
hartford county,ct,305.5867265,38887.0,42012.0,-8067.0,75957.0
woodbury county,ia,305.4929991,4612.0,6454.0,-2060.0,10848.0
cowlitz county,wa,305.3210289,7404.0,6448.0,726.0,13622.0
riverside county,ca,304.8627551,127423.0,98000.0,19170.0,215170.0
clearfield county,pa,304.2846232,3453.0,3070.0,241.0,6381.0
broome county,ny,303.2389361,11707.0,9023.0,1370.0,19416.0
hertford county,nc,302.8938644,2301.0,1031.0,1224.0,3286.0
tyler county,tx,302.83265,2551.0,2016.0,503.0,4535.0
tippecanoe county,in,302.4853752,22779.0,12108.0,6883.0,31099.0
kauai county,hi,302.1061112,4056.0,2621.0,659.0,5901.0
richland parish,la,302.0568634,975.0,1160.0,-222.0,2098.0
knox county,il,301.4708706,47274.0,35322.0,9720.0,80364.0
jack county,tx,301.4402144,1247.0,609.0,509.0,1727.0
banks county,ga,298.6695629,797.0,967.0,-213.0,1721.0
maverick county,tx,298.5768433,2677.0,1507.0,490.0,3504.0
arapahoe county,co,297.9886998,64156.0,58947.0,993.0,118887.0
buena vista county,ia,296.5916274,1144.0,983.0,102.0,2068.0
wakulla county,fl,296.563729,2850.0,2294.0,508.0,5096.0
ochiltree county,tx,296.1317786,641.0,513.0,-6.0,1020.0
kootenai county,id,295.2899179,10513.0,8546.0,1690.0,18782.0
hernando county,fl,295.2287593,15996.0,10120.0,5176.0,25416.0
lawrence county,al,294.7569,18730.0,18940.0,-758.0,37122.0
overton county,tn,294.4507361,745.0,901.0,-192.0,1610.0
washtenaw county,mi,294.4331527,40099.0,29052.0,5281.0,63385.0
mille lacs county,mn,294.1973445,2105.0,1837.0,214.0,3888.0
colorado county,tx,293.9475713,1284.0,613.0,633.0,1859.0
carteret county,nc,293.7136511,5807.0,4148.0,1479.0,9775.0
dooly county,ga,293.6241611,1039.0,620.0,393.0,1633.0
surry county,nc,292.9500342,3012.0,2406.0,559.0,5371.0
davison county,sd,292.5894163,1991.0,1118.0,820.0,3056.0
lewis and clark county,mt,292.3260583,4456.0,3447.0,833.0,7727.0
glades county,fl,292.2442863,1485.0,453.0,959.0,1865.0
fairfield county,ct,291.8383154,54913.0,58643.0,-13238.0,104048.0
claiborne county,ms,291.7972549,2289.0,1581.0,493.0,3655.0
missoula county,mt,291.5738728,11674.0,8080.0,2894.0,19054.0
union parish,la,290.905836,809.0,908.0,-116.0,1700.0
mitchell county,ga,290.7355175,3675.0,4050.0,-409.0,7691.0
macomb county,mi,290.7218207,36093.0,33858.0,-258.0,67458.0
terry county,tx,290.3554893,1476.0,679.0,704.0,2062.0
carbon county,mt,290.1353965,6391.0,7015.0,-828.0,13202.0
camp county,tx,290.018529,1139.0,282.0,844.0,1408.0
deer lodge county,mt,289.4200879,1128.0,1030.0,98.0,2158.0
humboldt county,ca,289.2343839,10976.0,9013.0,1684.0,19710.0
polk county,ar,289.1306478,110286.0,82304.0,22234.0,186842.0
eureka county,nv,289.017341,154.0,94.0,60.0,248.0
iredell county,nc,288.7239617,11939.0,8379.0,2955.0,19713.0
jerome county,id,288.7092476,1852.0,1431.0,392.0,3254.0
mills county,ia,288.6680988,1622.0,1039.0,563.0,2641.0
upshur county,tx,288.3361749,3583.0,4303.0,-798.0,7808.0
yellowstone county,mt,288.0087181,8994.0,8958.0,-293.0,17623.0
kit carson county,co,286.176434,667.0,477.0,134.0,1088.0
allen county,in,285.3884423,23872.0,25322.0,-3630.0,47014.0
elmore county,al,284.2945786,9924.0,7222.0,1973.0,16417.0
chippewa county,mi,284.2671077,8263.0,7201.0,892.0,15294.0
donley county,tx,283.9295855,345.0,300.0,45.0,645.0
martinsville city,va,283.5332606,1626.0,860.0,766.0,2486.0
northampton county,nc,283.1229905,21477.0,16928.0,3630.0,37486.0
lamb county,tx,283.1215971,896.0,843.0,42.0,1728.0
barber county,ks,282.9997979,221.0,119.0,98.0,336.0
levy county,fl,282.514378,2830.0,2240.0,539.0,5019.0
toombs county,ga,282.33051,2175.0,1698.0,474.0,3870.0
pettis county,mo,281.9571141,2257.0,2224.0,-74.0,4374.0
mingo county,wv,281.8532819,707.0,1350.0,-741.0,1959.0
st. johns county,fl,281.4254437,24130.0,14460.0,8252.0,37172.0
luzerne county,pa,281.1595018,14928.0,10439.0,3312.0,24190.0
broadwater county,mt,281.0962755,586.0,448.0,122.0,1018.0
marion county,al,280.2136217,117279.0,110776.0,-1902.0,219650.0
yazoo county,ms,279.7403436,1930.0,1161.0,530.0,2852.0
jasper county,ga,279.3912212,17462.0,16356.0,672.0,33384.0
harford county,md,279.2769296,12476.0,12626.0,-896.0,24356.0
glenn county,ca,279.1696492,1452.0,1298.0,99.0,2695.0
rensselaer county,ny,278.8929326,12178.0,8685.0,2743.0,20113.0
crook county,or,278.6452078,2489.0,2312.0,101.0,4725.0
imperial county,ca,278.6209396,6021.0,7172.0,-2763.0,11581.0
butts county,ga,278.2415136,3205.0,3157.0,-59.0,6255.0
catron county,nm,277.2387025,97.0,119.0,-22.0,216.0
mayes county,ok,276.933634,2045.0,2414.0,-409.0,4419.0
luce county,mi,276.837896,805.0,364.0,423.0,1151.0
benewah county,id,276.42636,581.0,728.0,-154.0,1302.0
hardee county,fl,276.172826,1026.0,1896.0,-940.0,2852.0
bethel census area,ak,275.9319743,561.0,1250.0,-703.0,1797.0
burleigh county,nd,275.8402388,5898.0,6384.0,-1018.0,11750.0
bradley county,ar,275.5800516,6346.0,7209.0,-1284.0,13134.0
montour county,pa,275.0660698,1207.0,1551.0,-392.0,2710.0
weld county,co,274.2924922,28378.0,17106.0,10261.0,44473.0
yell county,ar,274.0602019,1331.0,1153.0,142.0,2448.0
tom green county,tx,274.0226525,9567.0,7859.0,1186.0,16904.0
coles county,il,273.7583105,5169.0,2409.0,2668.0,7486.0
meriwether county,ga,273.1725697,1272.0,1468.0,-204.0,2732.0
twin falls county,id,272.6465475,6697.0,4780.0,1859.0,11419.0
josephine county,or,272.4893765,5574.0,5151.0,321.0,10623.0
person county,nc,272.4310011,1529.0,1459.0,11.0,2929.0
clallam county,wa,272.4305786,4821.0,3508.0,1129.0,8145.0
malheur county,or,272.3186456,2788.0,1725.0,1003.0,4453.0
goshen county,wy,271.8189833,1127.0,1213.0,-116.0,2310.0
yolo county,ca,271.7590533,23045.0,17500.0,2440.0,37440.0
highlands county,fl,271.4718899,7160.0,5854.0,452.0,12160.0
telfair county,ga,271.2313905,781.0,695.0,11.0,1401.0
monongalia county,wv,270.841074,12957.0,6962.0,5013.0,18937.0
flathead county,mt,269.6952766,6112.0,6119.0,-220.0,12018.0
kitsap county,wa,268.9315189,22973.0,19799.0,2251.0,41849.0
st. francois county,mo,268.8212641,4441.0,4287.0,46.0,8620.0
preston county,wv,268.7616291,1834.0,1671.0,77.0,3419.0
woodward county,ok,268.6018567,2033.0,1463.0,570.0,3496.0
mckenzie county,nd,268.4131415,2126.0,1993.0,133.0,4119.0
randolph county,al,268.4032208,15034.0,16383.0,-1735.0,31031.0
comal county,tx,268.3997299,14635.0,10356.0,3530.0,24242.0
conway county,ar,268.2984232,931.0,820.0,71.0,1711.0
galveston county,tx,267.9427085,24873.0,19850.0,3447.0,43147.0
caswell county,nc,267.3566192,1002.0,1002.0,-16.0,1988.0
benton county,ar,267.1757334,50555.0,46282.0,275.0,92839.0
salem county,nj,267.0104042,3198.0,3288.0,-96.0,6480.0
cape may county,nj,265.9102996,5956.0,4867.0,997.0,10731.0
clear creek county,co,265.7513011,1081.0,831.0,235.0,1897.0
phelps county,mo,265.5835026,4382.0,4503.0,-430.0,8576.0
dare county,nc,265.5701191,2119.0,2497.0,-593.0,4401.0
santa clara county,ca,265.4076897,111343.0,110982.0,-31941.0,190023.0
warrick county,in,265.360612,3948.0,4036.0,-200.0,7872.0
cobb county,ga,264.2256585,61294.0,55840.0,419.0,112099.0
whitfield county,ga,264.2187576,4199.0,4375.0,-261.0,8489.0
haywood county,nc,263.5892064,4205.0,4139.0,27.0,8305.0
worth county,ga,263.0219342,1428.0,1683.0,-263.0,3103.0
lauderdale county,al,262.9395347,14548.0,9436.0,4437.0,23309.0
martin county,fl,262.4567806,15570.0,11501.0,3079.0,26081.0
hartley county,tx,262.295082,806.0,1046.0,-243.0,1849.0
delaware county,in,262.1633584,63794.0,51982.0,7743.0,111707.0
sequoyah county,ok,262.0214469,1677.0,2110.0,-435.0,3785.0
lumpkin county,ga,261.9833107,3090.0,2769.0,275.0,5813.0
callaway county,mo,261.502739,3844.0,3097.0,717.0,6911.0
starr county,tx,261.446347,1653.0,2224.0,-915.0,3533.0
le flore county,ok,261.180536,2798.0,3127.0,-361.0,5893.0
page county,ia,260.9304398,2404.0,2758.0,-411.0,5105.0
bennett county,sd,260.7184241,125.0,190.0,-74.0,306.0
sandoval county,nm,260.6626396,9399.0,7429.0,1361.0,16219.0
wexford county,mi,260.3767805,2579.0,2031.0,516.0,4578.0
shoshone county,id,260.0472813,1169.0,765.0,386.0,1916.0
garvin county,ok,259.7497622,853.0,1284.0,-456.0,2112.0
lehigh county,pa,259.65102,21341.0,19908.0,317.0,40133.0
chase county,ks,259.2592593,257.0,518.0,-270.0,766.0
cherry county,ne,259.1568763,359.0,245.0,110.0,600.0
covington county,al,258.6707491,1787.0,2276.0,-620.0,3932.0
silver bow county,mt,257.7991484,2529.0,1676.0,636.0,3988.0
flagler county,fl,257.1131298,10158.0,4792.0,4700.0,14284.0
frederick county,md,256.8255533,23289.0,18642.0,3337.0,40621.0
maui county,hi,256.5511042,9370.0,6328.0,1302.0,13958.0
candler county,ga,256.0117034,820.0,991.0,-226.0,1756.0
kalkaska county,mi,255.8734589,1189.0,1239.0,-77.0,2401.0
snyder county,pa,255.8635394,1884.0,1898.0,-95.0,3701.0
morgan county,al,254.6186147,20899.0,20606.0,-73.0,41139.0
harnett county,nc,254.4264604,13749.0,11475.0,1643.0,24593.0
sumner county,ks,254.33428,14770.0,10198.0,4112.0,24508.0
pope county,ar,254.208835,5276.0,4399.0,622.0,9420.0
blair county,pa,254.1286002,5108.0,4946.0,-27.0,9865.0
fremont county,co,254.0311296,6524.0,7129.0,-896.0,13362.0
van buren county,ar,253.9570045,6644.0,5206.0,1335.0,11747.0
uintah county,ut,253.1289551,1806.0,3400.0,-1726.0,5074.0
fergus county,mt,252.1519868,544.0,905.0,-407.0,1403.0
westchester county,ny,251.8574487,45824.0,42952.0,-4920.0,80984.0
hampton city,va,251.6477809,13188.0,12694.0,-90.0,25298.0
autauga county,al,251.6019259,3655.0,6501.0,-3126.0,9876.0
fentress county,tn,251.270311,1125.0,607.0,518.0,1732.0
heard county,ga,250.9084617,880.0,708.0,172.0,1588.0
chemung county,ny,250.8304522,3006.0,5121.0,-2315.0,7927.0
bedford county,pa,250.7389665,9310.0,9560.0,-680.0,18440.0
kanabec county,mn,250.0625156,751.0,888.0,-171.0,1605.0
newaygo county,mi,249.9947918,2403.0,2326.0,18.0,4670.0
saline county,ar,249.991259,14615.0,14217.0,-212.0,28222.0
ogemaw county,mi,249.5996986,1236.0,1237.0,-22.0,2452.0
roane county,tn,248.8359379,4025.0,3582.0,371.0,7535.0
woodson county,ks,248.3700714,209.0,250.0,-41.0,459.0
racine county,wi,248.1529525,9848.0,8580.0,749.0,17909.0
carroll county,ar,248.1300345,29278.0,30024.0,-1855.0,58193.0
wake county,nc,248.0783423,81393.0,57743.0,14919.0,130405.0
osage county,ks,247.8007682,5425.0,4980.0,405.0,10365.0
codington county,sd,247.7291495,1626.0,2045.0,-491.0,3599.0
fort bend county,tx,247.560798,56442.0,42085.0,5154.0,89324.0
ray county,mo,247.4065715,1340.0,1080.0,153.0,2313.0
mercer county,il,247.249351,39154.0,35330.0,597.0,71257.0
lee county,al,246.4669754,83746.0,58035.0,18208.0,134278.0
stone county,ar,246.4033066,5224.0,4143.0,967.0,9253.0
aransas county,tx,246.3458696,2173.0,1853.0,44.0,3750.0
bent county,co,246.1322082,406.0,373.0,2.0,748.0
pittsburg county,ok,246.0684965,2896.0,2807.0,49.0,5663.0
screven county,ga,245.7865169,873.0,593.0,272.0,1458.0
san jacinto county,tx,245.7551385,2847.0,1463.0,1384.0,4310.0
gila county,az,245.0379809,4559.0,3417.0,906.0,7740.0
wagoner county,ok,244.3857332,6683.0,5811.0,821.0,12443.0
ashley county,ar,244.3264577,334.0,1189.0,-872.0,1506.0
el dorado county,ca,244.309084,15685.0,12557.0,2588.0,27702.0
mackinac county,mi,244.100895,850.0,581.0,146.0,1308.0
carson city,nv,244.0828402,5315.0,3887.0,1318.0,9092.0
collier county,fl,244.0805319,30414.0,17034.0,8481.0,42549.0
maries county,mo,243.9565314,941.0,630.0,269.0,1529.0
st. louis county,mn,243.8416276,66022.0,60067.0,563.0,120697.0
holmes county,fl,243.4447431,4260.0,3854.0,386.0,8094.0
hampshire county,ma,243.1138625,19009.0,10864.0,6474.0,28202.0
franklin parish,la,243.0606193,663.0,791.0,-128.0,1454.0
blue earth county,mn,242.6443658,7757.0,5994.0,1254.0,13242.0
pottawatomie county,ks,242.3868494,6759.0,5401.0,1308.0,12110.0
charlotte county,fl,242.205711,16444.0,9975.0,5636.0,25586.0
saguache county,co,241.6237113,533.0,353.0,180.0,886.0
haskell county,ks,241.4875634,1926.0,1426.0,375.0,3227.0
hawkins county,tn,241.1971831,3486.0,3692.0,-214.0,7170.0
beltrami county,mn,240.8583315,4453.0,2804.0,1549.0,7157.0
esmeralda county,nv,240.3846154,144.0,81.0,63.0,225.0
caldwell parish,la,240.2642907,301.0,309.0,-8.0,610.0
palo pinto county,tx,240.2380867,1734.0,2300.0,-601.0,3999.0
riley county,ks,240.0721543,11195.0,9798.0,57.0,19653.0
edwards county,il,239.8081535,422.0,569.0,-156.0,982.0
freestone county,tx,239.2344498,1519.0,1128.0,368.0,2624.0
lyon county,ia,239.0710383,10112.0,8070.0,1536.0,17676.0
buncombe county,nc,238.7944109,16608.0,16246.0,-708.0,31784.0
tooele county,ut,238.6359896,4764.0,3977.0,656.0,8610.0
yankton county,sd,237.9273881,2332.0,2133.0,128.0,4394.0
beadle county,sd,237.8318584,1213.0,884.0,294.0,2062.0
cullman county,al,237.591417,4105.0,3271.0,773.0,7315.0
converse county,wy,237.5462866,696.0,1021.0,-325.0,1717.0
honolulu county,hi,237.5362126,52756.0,56164.0,-14611.0,97717.0
siskiyou county,ca,237.4483436,2973.0,2933.0,-19.0,5847.0
neosho county,ks,237.3706634,829.0,709.0,91.0,1509.0
manistee county,mi,237.2188139,1417.0,1312.0,76.0,2700.0
laramie county,wy,236.9297248,7421.0,6472.0,613.0,13557.0
baker county,fl,236.922963,5504.0,3669.0,1818.0,9156.0
cascade county,mt,236.6964459,6303.0,5661.0,237.0,11559.0
tazewell county,il,236.1534851,8565.0,8237.0,63.0,16537.0
aleutians west census area,ak,235.8918527,630.0,326.0,184.0,836.0
bannock county,id,235.4382635,7033.0,6352.0,398.0,13102.0
san mateo county,ca,235.3577129,50634.0,48999.0,-6673.0,91325.0
sheridan county,ks,235.0176263,2777.0,2330.0,355.0,5015.0
trumbull county,oh,234.9328141,5910.0,9303.0,-3565.0,15041.0
itasca county,mn,234.8345185,1663.0,2368.0,-758.0,3978.0
st. mary's county,md,234.4184689,8167.0,6234.0,1491.0,13959.0
payette county,id,234.4095533,1972.0,1510.0,391.0,3411.0
murray county,ga,234.2934271,1781.0,3112.0,-1374.0,4850.0
walla walla county,wa,233.4957164,6238.0,5026.0,1011.0,11063.0
golden valley county,mt,232.8288708,203.0,99.0,78.0,276.0
lane county,ks,232.5581395,29108.0,17508.0,9831.0,44847.0
nome census area,ak,232.5111201,498.0,460.0,25.0,945.0
colonial heights city,va,232.5053873,2394.0,1727.0,563.0,4017.0
loudon county,tn,231.9219791,2714.0,2212.0,488.0,4912.0
lackawanna county,pa,231.8504565,10964.0,8310.0,2068.0,18688.0
mower county,mn,231.3931904,2510.0,2433.0,-112.0,4754.0
deschutes county,or,231.3894212,15956.0,11774.0,2997.0,26545.0
cooke county,tx,231.3671459,3188.0,2083.0,987.0,5153.0
garrett county,md,230.8541604,1260.0,1070.0,97.0,2237.0
fayette county,al,230.6464013,51999.0,45908.0,2044.0,93860.0
mckean county,pa,230.3450522,2129.0,1900.0,123.0,3923.0
dade county,ga,230.2053674,2448.0,1307.0,947.0,3561.0
eastland county,tx,230.2000548,1149.0,1268.0,-193.0,2343.0
montezuma county,co,230.0912565,969.0,1434.0,-500.0,2368.0
vigo county,in,229.012568,8599.0,6012.0,2137.0,14161.0
sherman county,ks,228.9452167,636.0,960.0,-350.0,1570.0
payne county,ok,228.9226722,12132.0,7588.0,3370.0,18546.0
wapello county,ia,228.8717471,1884.0,3022.0,-1319.0,4725.0
kaufman county,tx,228.4282662,12643.0,8279.0,4073.0,20631.0
keweenaw county,mi,228.2062985,218.0,247.0,-34.0,460.0
wichita county,ks,228.1021898,13822.0,9696.0,3200.0,22592.0
baldwin county,al,228.086325,15249.0,11811.0,2694.0,26316.0
shiawassee county,mi,227.8664731,2871.0,3928.0,-1076.0,6780.0
livingston county,il,227.8321898,16791.0,19158.0,-2739.0,35577.0
dutchess county,ny,227.6738202,18549.0,13524.0,3584.0,30632.0
klamath county,or,227.5830678,4979.0,4312.0,530.0,9154.0
grand forks county,nd,226.9474841,8226.0,6484.0,1292.0,14260.0
calaveras county,ca,226.8898124,2707.0,2208.0,384.0,4800.0
cambria county,pa,226.3361305,5940.0,5235.0,473.0,10943.0
asotin county,wa,226.1420172,2389.0,1388.0,883.0,3659.0
poweshiek county,ia,225.7943121,1564.0,786.0,673.0,2245.0
larimer county,co,225.6414801,33342.0,26716.0,5074.0,58506.0
waller county,tx,225.5988322,4892.0,2754.0,1844.0,7352.0
northumberland county,pa,225.3497173,4966.0,4842.0,-6.0,9678.0
cass county,il,225.1576103,35564.0,33144.0,897.0,67185.0
